"","xml_link","title","image_href","description","show_link","number_episodes","avg_duration_min","explicit","birthday","zodiac"
"45","https://feed.pod.co/you-me-empathy-sharing-our-mental-health-stories","You, Me, Empathy","NO IMAGE","<p>You, Me, Empathy<b> </b>is the official podcast of The Feely Human Collective.<b> </b>On this show, we explore the struggles, the triumphs, the brights and the darks we face as humans trying to be human on this wondrous and overwhelming pale blue dot.</p>

<p>You, Me, Empathy was created so that we can be witness to our collective humanity through the lens of empathy, vulnerability, and emotional curiosity. We aim to destigmatize mental health, lead fiercely with our hearts, feel our feelings without shame and judgment, and share our courageous stories so that others may feel less alone and more connected as feely humans.</p>

<p>You, Me, Empathy is a brave place designed to inspire the beauty in each of us, because each of us, in all of our kaleidoscopic parts, makes up a magical whole that deserves to be seen.</p>

<p>Created and hosted by Nōn Wels (he/him), feely human, writer, and doggo lover.</p>

<p><i>The You, Me, Empathy podcast is for informational and/or entertainment purposes only and is not a substitute for medical advice, diagnosis, or treatment.</i></p>","https://feelyhuman.co/",253,NA,"explicit","Mon, 01 Jan 2018 14:00:00 +0000","Capricorn"
"46","https://feeds.buzzsprout.com/570790.rss","Live Authentically Podcast with Pamela Savino","https://storage.buzzsprout.com/variants/j02sy849gb2qnzx071gtvlzuj91j/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","The Live Authentically show helps people discover the essence of who they are.   All of my guests embody a commitment to enriching their lives and the lives of others in some way - physically, mentally, emotionally, and spiritually.  By adopting a lifestyle that commits to connecting to our Higher Selves on an individual basis, together we can prompt huge shifts in collective consciousness and impact humanity in a meaningful way.","https://www.buzzsprout.com/570790",125,42,"explicit","Mon, 18 Nov 2019 15:00:00 -0500","Scorpio"
"47","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/01891723-b9f7-459c-a03c-aeac01364986/46e9a45b-cb89-4c6d-a54a-aeac01364994/podcast.rss","Chargers Podcast Network","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/01891723-b9f7-459c-a03c-aeac01364986/46e9a45b-cb89-4c6d-a54a-aeac01364994/image.jpg?t=1654541400&size=Large","Your one stop for all things Chargers, directly from the team. In-depth conversations and analysis with players, coaches, executives, national reporters and broadcasters, and much more.","http://www.chargers.com/",543,33,"not explicit","Mon, 31 Jul 2017 12:44:27 +0000","Leo"
"48","https://feeds.feedburner.com/AirplaneOwnerMaintenance","Airplane Owner Maintenance - By Dean Showalter","http://airplaneownermaintenance.com/wp-content/uploads/powerpress/Airplane_Owner_Maintenance.jpg","A podcast devoted to airplane owners and the maintenance of their airplanes.","https://airplaneownermaintenance.com",125,NA,"not explicit","Sun, 29 Jul 2018 01:58:53 +0000","Leo"
"49","https://feeds.megaphone.fm/LAV6188802246","Rebel Radio","https://megaphone.imgix.net/podcasts/4f795776-341b-11eb-8617-f73b9c3ad4f4/image/uploads_2F1606962145737-d4iv91p7vze-372feecda541b5be7a24b1d3dce6f003_2FRebel_Radio-chemic5all_withJL.jpg?ixlib=rails-4.2.0&max-w=3000&max-h=3000&fit=crop&auto=format,compress","Rebel Radio is brought to you in partnership with EDM.com The Art of Selling Without Selling Out. Rebel Radio shines a light on cultural pioneers and their influences, reflecting on the roots and future of underground culture. We engage the influencers who define what we wear, watch, listen to, and play with — and how we spend our spare time and loose change — and explore what it means to be a creative entrepreneur today. Our weekly interview show explores the journeys of those who do it best in all areas of youth culture. We learn how they stay creative in the face of relentless distract and setbacks. How they make something where previously nothing existed, how they find inspiration and influence, as well as how they inspire and influence others, and what it takes to create movements.","http://www.rebelradio.net",262,67,"explicit","Wed, 10 Jun 2015 00:00:00 -0000","Gemini"
"50","https://feeds.buzzsprout.com/600328.rss","Secrets To Scaling Your Ecommerce Brand","https://storage.buzzsprout.com/variants/2g223fhncoxoqbvkts4ivc7ynjla/5cfec01b44f3e29fae1fb88ade93fc4aecd05b192fbfbc2c2f1daa412b7c1921.jpg","Are you an entrepreneur or ecommerce store owner looking to scale your business? Then join ecommerce marketing experts Jordan West and Sean Lang as they reveal what’s working in online marketing today to scale your business. Twice a week they walk you through what’s working in paid ads and talk to successful ecommerce business owners that have scaled their businesses to 7 figures and beyond.  Learn from gurus in paid traffic on Facebook ads, YouTube ads, Google Adwords (now Google Ads), Google Shopping, Bing Ads, Bing Shopping Ads, retargeting, Instagram Ads, LinkedIn ads, Google Analytics, landing pages and more. We talk about how to write good ad copy, create banner ads that sell, which creative works for which ad platform and more. We talk about everything that is working right now (and not working) to help you scale your business so you know exactly what your next year of online sales is going to look like. Once you nail paid advertising it is like a faucet that you can turn on and off at will. Let’s show you how to build the paid traffic faucet!","http://mindfulmarketing.co/",445,24,"not explicit","Mon, 16 Sep 2019 12:00:00 -0700","Virgo"
"51","https://feeds.feedburner.com/AceOnTheHouse","Ace On The House","https://img.podcastone.com/images/319/aceonthehouse_logo_new.jpg","Before becoming a comedian, Adam Carolla was a hammer-swinging, ditch-digging carpenter. Now, Adam's bringing that knowledge to you in Ace On The House, a weekly home improvement podcast. Joined by Eric Stromer, the guys take your calls and answer your e-mail questions with an informative, hilarious twist. From contractors to novices, this show is sure to keep you coming back every Saturday to get your weekend dose of Adam.","https://www.podcastone.com/ACE-On-The-House",250,NA,"not explicit","Sat, 09 Jun 2018 00:00:00 PDT","Gemini"
"52","https://www.spreaker.com/show/4650875/episodes/feed","The Dr. Carolyn Coker Ross Show","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/aa1415756b1c4fea85af25b18dade2a2.jpg","You can put an end to food obsessions, body dissatisfaction and cravings. You can make peace with food and your body and have the energy and vitality you want! And you can be healthy without dieting. I'm Carolyn Coker Ross, MD and I'm a specialist in treating binge eating, food addiction and emotional eating and I'd love to teach you how to regain your self-confidence, end your struggle with food and weight and be free to live your life again.","https://carolynrossmd.com/",127,29,"explicit","Fri, 05 Oct 2018 10:00:00 +0000","Libra"
"53","https://blendcast.fm/shows/off-book-the-improvised-musical.rss","Off Book: The Improvised Musical","https://media.blendcast.fm/uploads/show/image/2369/1eeab7826eae1782f93489c2de918796aecf02830220c57b8ecb20c28107a2025c7eb75c591af9bfe447ee4e0cb058f290f5f263c874ece2a1559fd65c7f55b6.jpeg","
      <p>It takes years for a Broadway musical to hit the stage, but on OFF BOOK: The Improvised Musical, you get a brand new original musical every week! Each episode, Jessica McKenna, Zach Reino and a special guest create a new musical on the spot. Accompanied by Scott Passarella, King of Pianists, Pianist of Kings. </p>
","https://blendcast.fm/shows/off-book-the-improvised-musical",298,63,"not explicit","Thu, 02 Jul 70 21:45:00 +0000","Cancer"
"54","https://anchor.fm/s/3f031a8/podcast/rss","Is it Me Orrr...","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/560730/560730-1618252798140-e4f3cb5376583.jpg","Welcome to the Is It Me Orr... where amazing things happen.","https://podcasters.spotify.com/pod/show/lillian0",3,NA,"not explicit","Mon, 12 Apr 2021 18:59:04 GMT","Aries"
"55","https://sailon.podbean.com/feed.xml","Sail On: The Beach Boys Podcast","https://deow9bq0xqvbj.cloudfront.net/image-logo/2184533/23600217_10214478379089365_779485366_o.jpg","Leading you further and further down the Beach Boys rabbit hole as gently and as thoroughly as humanly possible since 2017!","https://sailon.podbean.com",78,NA,"not explicit","Mon, 13 Nov 2017 13:17:02 -0500","Scorpio"
"56","https://tracyotsuka.libsyn.com/rss","ADHD for Smart Ass Women with Tracy Otsuka","https://ssl-static.libsyn.com/p/assets/e/c/3/b/ec3b0d51dd85851f/PodcastCovers_2.jpg","I have NEVER met an ADHD woman who wasn't truly brilliant at something! 
*
*
This podcast with over 3 million downloads is for smart, high-ability ADD/ADHD (diagnosed or suspecting) women who see their symptoms as more positive than negative. If you want to fall in love with your ADHD brain and discover where your brilliance lies, this podcast is for you! 
*
*
ADHD for Smart Ass Women is globally ranked in the top one-half percent of all podcasts in the world on any subject. It's streamed in more than 160 countries and is downloaded by more than 150,000 listeners every month.
*
*
I’m Tracy Otsuka your host. I'm a lawyer, not a doctor, a life-long learner and a certified ADHD coach. I’m committed to changing the conversation around ADHD. 
*
*
When I was diagnosed eight months after my son, my entire life suddenly made perfect sense but all I heard and read about was everything that my ADHD brain SHOULD be struggling with when in fact I would come to learn that my ADHD is responsible for some of my greatest superpowers. 
*
*
One other thing, we constantly hear about all the successful ADHD men, but no one talks about the women. This podcast is here to change that dynamic. ADHD women are my people, and I’m here to acknowledge, support and cheer them on.
*
*
*THE CONTENT IN THIS PODCAST IS NOT INTENDED TO BE A SUBSTITUTE FOR PROFESSIONAL MEDICAL ADVICE, DIAGNOSIS OR TREATMENT AND DOES NOT CONSTITUTE MEDICAL OR PROFESSIONAL ADVICE. NEVER DISREGARD PROFESSIONAL MEDICAL ADVICE OR DELAY IN SEEKING IT BECAUSE OF ANYTHING YOU HAVE SEEN OR HEARD FROM TRACY OTSUKA OR THIS PODCAST.","https://www.tracyotsuka.com/podcast",223,NA,"not explicit","Mon, 19 Nov 2018 23:16:56 +0000","Scorpio"
"57","https://feeds.soundcloud.com/users/soundcloud:users:34525275/sounds.rss","lifepointchurch","https://i1.sndcdn.com/avatars-000229772720-6aqhnb-original.jpg","Podcast by Lifepoint Church","https://soundcloud.com/lifepointrancho",42,NA,"not explicit","Tue, 22 Dec 2015 23:08:50 +0000","Capricorn"
"58","https://TheBusinessMethod.podbean.com/feed.xml","The Business Method: Interviewing Billionaires, Founders of Billion Dollar Companies & the World’s Most Successful People 🎧🔥","https://deow9bq0xqvbj.cloudfront.net/image-logo/2202907/TBM_Podcast_Art_Official.png","On The Business Method host Chris Reynolds interviews billionaires, founders of billion dollar companies & the world’s most successful people.","https://thebusinessmethod.podbean.com/",602,NA,"not explicit","Fri, 24 Apr 2015 23:49:00 -0400","Taurus"
"59","https://rebelcast.libsyn.com/rss","REBEL Cast","https://ssl-static.libsyn.com/p/assets/a/2/5/0/a250b7fc51b0c226/Screen_Shot_2018-10-22_at_10.39.42_AM.png","Welcome to REBEL Cast, and for those of you who have not checked out the main website already, REBEL EM stands for Rational Evidence Based Evaluation of Literature in Emergency Medicine.  The format of the show will be a critical review of current literature going through some of the pertinent results and limitations.  At the end of the show we will give our clinical take home points and how and if you should apply this research to your clinical practice","http://rebelcast.libsyn.com/webpage",100,NA,"not explicit","Wed, 24 Mar 2021 12:00:00 +0000","Aries"
"60","https://anchor.fm/s/fc53820/podcast/rss","Screenwriter's Rant Room","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2545832/2545832-1599325839576-195b434844d9.jpg","This is the Official Page for ""Hilliard Guess' SCREENWRITER'S RANT ROOM!"" Our host is Hilliard Guess, a WGAw writer, director and in demand TV/Film producer and currently the Director of Development at Ben Watkins' Blue Monday Prods. Hilliard and his amazing team drop industry bombs in this unfiltered, hilarious podcast series that delivers nuthin’ but REAL TALK… from real working writers… while at the same time… puttin’ you on game! With co-host - director/writer/cinephile - Christopher B. Derrick (Star Trek: Picard, The Equalizer) . Our motto: “Keep it real and we keep it opinionated!"" Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/screenwriters-rant-room/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/screenwriters-rant-room/support</a>","https://www.screenwritersrr.com",448,NA,"not explicit","Fri, 02 May 2014 00:09:26 GMT","Taurus"
"61","https://simplewholesaling.libsyn.com/rss","The Iron Deep Podcast","https://ssl-static.libsyn.com/p/assets/e/a/b/9/eab9b0dc896c888740be95ea3302a6a1/Iron_Deep_Audio_THUMB_1.9F_OFFICIALf.jpg","IronDeep.com
YouTube - https://www.youtube.com/channel/UCBPidx70rstadlrS2piMt5g

Iron Deep is a men's mastermind community for those successful business leaders seeking intimacy with God, deeper friendships, and who desire to leave a lasting legacy. We are a brotherhood that has a foundation rooted in Christ, while helping businessmen discover and live out their most fulfilled lives. Proverbs 27:17 says, ""As iron sharpens iron, so a friend sharpens a friend.""

We shepherd a community of male business leaders that desire a deeper intimacy with the Father, genuine connection with other men, and to discover deeper purpose that will leave a lasting legacy. We sharpen each other to grow in the areas of IDENTITY, BUSINESS & FINANCES, MARRIAGE & FAMILY, LEADERSHIP and HEALTH. We all bring our unique God-Given talents to help each other grow.

Iron Deep serves those entrepreneurs who feel lonely, stuck, dormant, and discouraged. Many successful business leaders feel misunderstood, anxious and stressed out. We help awaken business leaders to a vibrant and thriving life.","https://www.irondeep.com/",364,NA,"not explicit","Tue, 05 Apr 2016 03:52:00 +0000","Aries"
"62","https://feeds.buzzsprout.com/1321837.rss","Digital Good Times","https://storage.buzzsprout.com/variants/iatgre5lukyhmm5ocj73q8qdtt0o/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","Digital Good Times is a grassroots tech empowerment media company. We are a beacon/platform for a black and brown demographic of content creators, designers, enthusiasts, artists, musicians and techies worldwide. www.digigoodtimes.com","http://www.digigoodtimes.com",94,59,"explicit","Tue, 28 Oct 2014 09:18:22 -0400","Scorpio"
"63","https://feeds.soundcloud.com/users/soundcloud:users:63476135/sounds.rss","Leaving Corporate","https://i1.sndcdn.com/avatars-000075669241-cidv8g-original.jpg","Greg Hickman interviews entrepreneurs who built a business on the side so that they could leave corporate on their terms. Are you ready to be inspired and learn how people just like you were able to build a business? Then you’re in the right place. Greg dives into specific tactics that allowed him to leave his six figure job to build a business and life on his own terms. Each entrepreneur shares their corporate escape plan and the many challenges they faced—money, time, mindset, relationships and sacrifices. Greg uncovers how these entrepreneurs were able to make money to replace their income, get out of debt, build an audience, create products and services and grow a business while dealing with the roller coaster of running your own business,
turning your passion into reality","http://www.greghickman.me",7,NA,"not explicit","Tue, 12 Aug 2014 21:02:46 +0000","Leo"
"64","https://www.spreaker.com/show/4161473/episodes/feed","Lone Star Lawyers","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/3ccf49b81997916c3b79589b3008b1eb.jpg","If you are a young lawyer in Texas looking for ways to help you achieve your career goals, this podcast is for you. We'll talk with some of the top attorneys in Texas and find out what has been the key to their success. As a bonus we'll have fun by taking deep dives into our favorite legal movies!","https://www.varsitysearch.com/podcast",105,50,"explicit","Mon, 13 Jan 2020 02:51:47 +0000","Capricorn"
"65","https://anchor.fm/s/23809238/podcast/rss","Confesionario, con Oscar Alejandro.","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/5856286/5856286-1644867198957-8142a70ce2b61.jpg","Un lugar privado donde venimos a contar nuestros más íntimos secretos con una única esperanza: Ser perdonados. En este espacio pondremos nuestra mente a volar con conversaciones intensas, que se pasean entre lo humano y lo divino, sin censura. ¿Qué penitencia nos pondrás a cambio del perdón? Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/confesionario/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/confesionario/support</a>","http://www.oscaralejandro.net",105,NA,"not explicit","Thu, 14 Mar 2019 01:16:00 GMT","Pisces"
"66","https://feeds.buzzsprout.com/1482160.rss","SheConfidential® Podcast","https://storage.buzzsprout.com/variants/4n23cnj5w2x96ukpxokr0kozl8pa/5cfec01b44f3e29fae1fb88ade93fc4aecd05b192fbfbc2c2f1daa412b7c1921.jpg","Conversations about entrepreneurship tend to center around the ""feel good"" ish highlighting money moves along with the non-monetary wealth building benefits. Money isn't everything but money can change everything and not all of it is for the good. Quiet as it's kept, many entrepreneurs are struggling. Entrepreneurship frequently requires long and/or unpredictable hours which take a toll on relationships and all aspects of health including physical, mental, and sexual. Especially if you're a Black woman because you were probably carrying a high stress load even before you started your business! How often have you neglected your family, sleep, and basic self-care because you had to prioritize work? Did you have a resource for real conversations about how to navigate business when that same business is wreaking havoc in your life? If you're like way too many people in business, you probably suffer in silence and for the most part, wade through entrepreneurship trying to figure everything out on your own. But this ""go at it alone"" approach can end now. The SheConfidential podcast features conversations with Black entrepreneurs keeping it real about their wins and hurdles - both personal and professional. Guests share their life lessons and experiences so that you can achieve your business gains faster, with fewer losses and pains. These conversations will remind you that you're not alone and you're more prepared than you probably know. And most importantly, you will be energized and enlightened to make strategic moves that will put you on track to be part of the 25% of entrepreneurs whose businesses thrive 15 years or more. New episodes are released each Thursday on your favorite podcast app and YouTube. Make sure you subscribe/follow so that you don't miss any of the gems.","https://sheconfidential.com/",80,55,"not explicit","Sat, 26 Dec 2020 18:00:00 -0600","Capricorn"
"67","https://feeds.captivate.fm/strangers-in-the-pines/","Strangers in the Pines: A Monster Hunting Actual Play","https://artwork.captivate.fm/5416302c-400d-41c6-99d2-d430ac1e0ad3/Strangers-in-the-pines-Podcast-logo-v2.jpg","3 outcast high schoolers cursed with powers face supernatural forces in a small mountain town.

Strangers in the Pines is an actual play roleplaying podcast using the monster of the week rules, inspired by things like Stranger Things, and Fringe. 

There is a town called Pineforge nestled in the Blackwood national park in Northeast Oregon, USA. It seems small and quaint at first but if you spend enough time there and keep your eyes open you’ll realize something strange is brewing under the surface and in the pines that surround the town. Follow the exploits of 4 unusual high school students as they try to unravel the mysteries of Pineforge.

For More of The RPG Empire's content, Like a panel with the Critshow host Rev, and Michael Sands the Creator of Monster of the week go to: 

https://www.patreon.com/theRPGempire

Join the Empire!","https://www.theRPGempire.com",57,NA,"explicit","Mon, 01 Jun 2020 09:00:00 -0500","Gemini"
"68","http://www.sacredlearning.org/feed/","Sacred Learning","https://www.sacredlearning.org/images/sl_logo.png","Traditional Islamic Learning","https://www.sacredlearning.org",25,NA,"Sun, 20 Mar 2022 04:55:23 +0000","Aries","http://www.sacredlearning.org/feed/"
"69","https://feeds.buzzsprout.com/157483.rss","Behind the Rind: The Story & Science of Cheese","https://storage.buzzsprout.com/variants/QX3VREGA72NEFGE8SnXAH3ud/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad?.jpg","Get ready to geek out about cheese! We'll explore complex aspects of cheese through the lens of history and science in this adorably short and entertaining podcast.","http://www.behindtherind.com",8,19,"not explicit","Mon, 12 Feb 2018 00:00:00 -0500","Aquarius"
"70","https://famousfailures.libsyn.com/rss","Famous Failures","https://ssl-static.libsyn.com/p/assets/a/a/f/a/aafa01f7fc4e95bb/ozanpodcast.png","On Famous Failures, I interview the world's most interesting people about their failures and what they learned from them.","http://famousfailures.libsyn.com/website",70,NA,"not explicit","Tue, 30 Jan 2018 08:02:03 +0000","Aquarius"
"71","https://shakeuplearning.libsyn.com/rss","Shake Up Learning Show","https://ssl-static.libsyn.com/p/assets/0/e/b/e/0ebe2ac2d42b2099/Shake-Up-Learning.jpg","Host Kasey Bell, is an edtech leader, international speaker, author, blogger, and digital learning coach for K-12 teachers. Kasey helps teachers learn how to meaningfully integrate technology in the classroom through her expert presentations, on-air coaching calls, and powerful interviews with educational leaders and discussions with student guests. Learn how to integrate technology and digital learning tools, grow as a leader, refine your instructional strategies, and transform your classroom. Kasey is also an expert in Google for Education and G Suite tools, as well as Google Certifications. If you’re looking for PRACTICAL ideas that you can use in class tomorrow, look no further. The Shake Up Learning Show will help you become a more dynamic teacher and Shake Up Learning in your classroom!","https://shakeuplearning.com",100,NA,"not explicit","Tue, 02 Feb 2021 08:00:00 +0000","Aquarius"
"72","https://gghpod.libsyn.com/rss","Grim Grinning Hosts","https://ssl-static.libsyn.com/p/assets/8/0/d/1/80d1bf4c124180aa/IMG_6719.png","Grim Grinning Hosts is a tribute to all things pop culture but mostly theme parks. From attractions, music, movies and whatever else in between, anything and everything is on the table for discussion.","http://gghpod.libsyn.com",153,NA,"explicit","Tue, 01 May 2018 04:18:03 +0000","Taurus"
"73","https://feeds.simplecast.com/ONzxkQ2a","Cauldron - A Military History Podcast","https://image.simplecastcdn.com/images/cb3ebeb2-c6be-4f88-b909-98bc5ae33e03/4abaa025-f228-438a-82dd-0f979154351a/3000x3000/1544464787-artwork.jpg?aid=rss_feed","I'm Cullen Burke, and this is Cauldron - A Military History Podcast. I'll cover the significant battles in history, breaking down the vital players, weapons, methods, events, and outcomes. Let’s take a peek into the past and see what, if anything, can be learned from the most dramatic moments in our collective story. Let’s get stuck in!","https://cauldron.simplecast.com",79,NA,"not explicit","Tue, 9 Jan 2018 16:25:10 +0000","Capricorn"
"74","https://www.spreaker.com/show/2940718/episodes/feed","Attention Horrors","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/1ba18b38920d66badcb93eb61992fec4.jpg","Listen to Donald Wood, Mike Chiari and Brandon Galvin break down the world of the macabre with a splash of humor, including serial killers, aliens, bigfoot, ghosts, magick, cryptids and so much more!","https://www.spreaker.com/show/attention-horrors",38,62,"explicit","Fri, 11 May 2018 20:27:28 +0000","Taurus"
"75","https://anchor.fm/s/91c0ca9c/podcast/rss","Everyday Sublime","https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_nologo/24353311/645e1ab1828ea774.png","The Everyday Sublime podcast explores a full spectrum spirituality. Each week begins with a dharma talk, and each month Josh has an in-depth conversation with a thought leader in the field. As Stephen Batchelor says, ""the mystical does not transcend the world, but saturates it."" www.joshsummers.net","https://joshsummers.net",214,NA,"not explicit","Mon, 26 Jun 2017 19:13:29 GMT","Cancer"
"76","https://pophealthpodcast.libsyn.com/rss","PopHealth Podcast","https://ssl-static.libsyn.com/p/assets/d/a/2/b/da2b8c9cb100befe/pophealth_1400by1400.png","PopHealth Podcast is here to provide various thought leaders of population health the opportunity and platform to discuss the different dynamics of population health, care transitions, and readmission prevention","http://www.pophealthpodcast.com/",100,NA,"not explicit","Fri, 01 Mar 2019 17:05:30 +0000","Pisces"
"77","https://anchor.fm/s/9bc46a8/podcast/rss","Mass' World","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/1533338/1533338-1555956359308-b9f315b7248b8.jpg","Welcome to Mass' World, this show is a personal invite into my life. 

Christ Follower | Family | Coaching | Sports

Thank you so much for listening, if you liked the podcast, please subscribe and leave a 5 star rating!

If you are interested in following me day to day you can find me on...

Twitter: @Massad14
Instagram: @Massworld14 Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/massworld/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/massworld/support</a>","twitter.com/massad14",19,NA,"not explicit","Mon, 11 Mar 2019 21:21:47 GMT","Pisces"
"78","https://stickydiljoe.com/feed/podcast/","Chronicles On Tape","https://i0.wp.com/stickydiljoe.com/wp-content/uploads/2021/11/cropped-2021icon.jpg?fit=32%2C32&ssl=1","The Official Podcast of The Chronicles/Stickydiljoe.com","https://stickydiljoe.com",5,NA,"explicit","Mon, 30 Sep 2019 12:50:10 +0000","Libra"
"79","https://inspiredmoney.libsyn.com/rss","Inspired Money","https://ssl-static.libsyn.com/p/assets/9/a/9/8/9a9819fd76a9529d/InspiredMoney_itunes-c.png","Improve your money mindset with host Andy Wang, named a top influential financial advisor by INVESTOPEDIA, as we explore positive money stories with everyone from entrepreneurs, non-profit leaders, creatives, and even a former WWE wrestler to help you get inspired, shift your perspectives on money, and achieve incredible things.

Whether you want to launch a side hustle, pay down debt, or give money to charity, listen to Inspired Money because big things begin with just a little inspiration.","http://runnymede.com/inspired-money/",278,NA,"not explicit","Fri, 01 Sep 2017 04:53:51 +0000","Virgo"
"80","https://feeds.acast.com/public/shows/5fc7c90751896362682b47af","Earth Oddity","https://assets.pippa.io/shows/5fc7c90751896362682b47af/1606928910881-9b9690e5c2e5105b76c96012f5c8a8f2.jpeg","A weekly odyssey into all the oddity planet earth has to offer. You can find us on Apple Podcast, Google Podcast, IHeartRadio, Spotify, Tunein, YouTube and all the rest.</p> <a target='_blank' rel='noopener noreferrer' href=""https://open.acast.com/public/patreon/fanSubscribe/1442972"">$5 Bucks! Get an extended show every week, exclusive show every month!</a><br /><hr><p style='color:grey; font-size:0.75em;'> Hosted on Acast. See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for more information.</p>","https://www.patreon.com/EarthOddity",267,NA,"explicit","Sun, 07 Jan 2018 19:55:11 GMT","Capricorn"
"81","https://feeds.castos.com/4xx8","LIFE TALKS with Stephen and Pam","https://episodes.castos.com/lifetalks/images/LifeTalks-artwork.JPG","LIFE TALKS are full of Life Tools that are practical & easy to understand to help you Live Life Strong! We want to encourage and help you to win at life! You were made in the image of God the Creator (Genesis 1:26), and God is 100% WINNER. You were Born to Win and Live Life Strong in the power of your True Identity. One message can change your life forever. We are excited to give you Life Tools right now and start you on the path to your destiny.   Let’s go!!
Thank you for your giving love!
www.lovegives.online 
www.stephenandpam.org 
www.lifetalkspodcast.com","https://www.stephenandpam.com",64,NA,"not explicit","Fri, 28 Jun 2019 13:16:00 +0000","Cancer"
"82","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/35a46da5-f304-4a76-8173-aeac013648f4/819e05dd-8f41-47b4-ab7b-aeac01364965/podcast.rss","Backstage: Chargers","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/35a46da5-f304-4a76-8173-aeac013648f4/819e05dd-8f41-47b4-ab7b-aeac01364965/image.jpg?t=1654541401&size=Large","Join Chargers Team Reporter Chris Hayre for behind-the-scenes interviews with players, coaches and front office members throughout the 2018 season.","http://www.chargers.com/",29,29,"not explicit","Wed, 29 Aug 2018 06:00:27 +0000","Virgo"
"83","http://www.rebelandmuse.com/podcast?format=rss","Rebel & Muse","NO IMAGE","A yogini and a rocker fell in love. She inspired him with a passion for all things alive. Wandering with open eyes and an open heart, living free and loving hard. He inspired her with his strength and courage. To be unabashedly true to who we are, to live loud and explore, to inspire the world to live and love with his song. Together they imagined, designed, and created the life they wanted to live. Now they bring these offerings to you. Join us on this journey of life, love, music, and yoga.","http://www.rebelandmuse.com/podcast/",99,NA,"explicit","Wed, 19 Jul 2017 21:10:32 +0000","Cancer"
"84","https://daretobelegendary.libsyn.com/rss","Dare To Be Legendary with Blake Pinsker","https://ssl-static.libsyn.com/p/assets/5/b/b/3/5bb343b85f1a70f2/Blake_Pinsker_DTBL_COVER.jpg","Over the past four years as Director of Marketing at MVMT, Blake has lead a world class marketing team, scaled a business from 1 to 100 million, and established a network of new wave disruptors. He is determined to share the best of what he's learned so you can join him on the journey to legendary status.  Each episode will extract success stories, business strategies, and mindset mastery from living legends.","https://www.instagram.com/blakeyyyp/",26,NA,"explicit","Mon, 26 Nov 2018 05:47:13 +0000","Sagittarius"
"85","https://aceweeklypodcast.libsyn.com/rss","Ace Weekly","https://ssl-static.libsyn.com/p/assets/5/a/7/0/5a707b10d3fc928388c4a68c3ddbc4f2/Season_2_Ace_Weekly_Cover_Art.png","Are you ready to become the ACE in your life? 

We live in a world that is changing faster by the day. Now more than ever, our communities yearn for REAL leadership. Ace Weekly's mission is to empower the world by equipping conscious leaders with the skills, habits and the mentality that is needed to positively influence the environments around them. Join the movement- Find a deeper level of fulfillment and learn how to dominate your field in the process.","https://www.andrewevans.io/",100,NA,"not explicit","Mon, 22 Apr 2019 20:30:00 +0000","Taurus"
